,slctn_nmbr,clnt_id,accnt_id,gndr,brth_yr,prsnt_age,accnt_bgn_date,cprtn_prd_d,erly_pnsn_flg,accnt_status,pnsn_age,prvs_npf,brth_plc,addrss_type,rgn,dstrct,city,sttlmnt,pstl_code,okato,phn,email,lk,assgn_npo,assgn_ops
220750,2,0xEDC468CF1D656146B9F063A80553342E,0xA185A8472DCF2442958E767511F6EC93,ж,1962,62,2011-12-19,84,0,Накопительный период,55,СФР,КРАСНОДАРСКИЙ КРАЙ КРЫМСКИЙ ВАРЕНИКОВСКАЯ,Адрес по прописке,КРАСНОДАРСКИЙ КРАЙ,КРЫМСКИЙ Р-Н,,ВАРЕНИКОВСКАЯ СТ-ЦА,353371,3000000000.0,нет,нет,нет,нет,нет
475443,0,0x4B7FF5B81D4393448F6111B16791933C,0xBEEB638EF499B246B9E4E8F545D21E40,ж,1961,63,2007-12-20,99,0,Накопительный период,55,СФР,"1,ХУТОР СЕРОШТАНОВ АЛЕКСЕЕВСКОГО Р-НА БЕЛГОРОДСКОЙ ОБЛ.",Адрес места жительства,БЕЛГОРОДСКАЯ ОБЛ,АЛЕКСЕЕВСКИЙ Р-Н,АЛЕКСЕЕВКА Г,,309852,14000000000.0,нет,нет,нет,нет,нет
395532,3,0x943D2C768A4FB38311E65E3F24343D82,0x943D2C768A4FB38311E65E3F24343D84,ж,1960,64,2010-05-24,302,0,Накопительный период,55,СФР,"1,УРЛО-АГА,АГИНСКИЙ,ЧИТИНСКАЯ ОБЛАСТЬ,",Адрес места жительства,БУРЯТИЯ РЕСП,,УЛАН-УДЭ Г,,670033,81000000000.0,нет,нет,нет,нет,нет
91761,0,0x5DDDDE88117C0F4DBCC2E247652AA7A0,0x3FC5E86E02A37E4BA266855951455C8D,м,1954,70,2007-12-29,90,0,Накопительный период,60,СФР,"1,ЯРОСЛАВЛЬ Г.",Адрес места жительства,ЯРОСЛАВСКАЯ ОБЛ,,ЯРОСЛАВЛЬ Г,,150049,78000000000.0,нет,нет,нет,нет,нет
161500,0,0x8F14441A0874924D91E988E0EA345CE1,0xDEC84CEB83A7AB49B96BCA57891594A3,м,1954,70,2007-10-24,156,0,Накопительный период,60,,"0,ГОР. БАКУ,,АЗЕРБАЙДЖАНСКОЙ РЕСП.,",Адрес места жительства,ВОЛОГОДСКАЯ ОБЛ,,ЧЕРЕПОВЕЦ Г,,162601,19000000000.0,нет,нет,нет,нет,нет
369586,0,0xCDD5FB59E2DC134C908737193FAA7D09,0x79EEE9B846FC0644B3D6E72DE4C993EA,ж,1962,62,2008-02-18,407,0,Накопительный период,55,СФР,"1,ХАРА-КУТУЛ, ЗАИГРАЕВСКИЙ, БУРЯТИЯ.",Адрес места жительства,БУРЯТИЯ РЕСП,ЗАИГРАЕВСКИЙ Р-Н,,НОВОИЛЬИНСК С,671332,81000000000.0,нет,нет,нет,нет,нет
439438,0,0x63CF45B8C8718D4AA9B9E3D66881EB37,0xB414B72945B1224891F0CAE415B56B90,ж,1959,65,2005-12-02,115,0,Накопительный период,55,СФР,"1,АРГАШ, ИНЗЕНСКИЙ, УЛЬЯНОВСКАЯ ОБЛАСТЬ",Адрес места жительства,УЛЬЯНОВСКАЯ ОБЛ,ИНЗЕНСКИЙ Р-Н,ИНЗА Г,,433030,73000000000.0,нет,нет,нет,нет,нет
511333,0,0x558774BC5096384AB21442507CCD596E,0x95B7CD1C487A7140ACF5DB606A25BC9C,ж,1965,59,2006-10-02,172,0,Накопительный период,56,СФР,"1,ГОР. КАРАСУК НОВОСИБИРСКОЙ ОБЛ.",Адрес места жительства,НОВОСИБИРСКАЯ ОБЛ,КАРАСУКСКИЙ Р-Н,КАРАСУК Г,,632865,50000000000.0,нет,нет,нет,нет,нет
475457,0,0x4C5565F9C33A824D9AF3E2DE13FEC939,0x0AC2E544B503E2468DB972A6AFA5DAEE,ж,1965,59,2008-06-23,281,0,Накопительный период,56,СФР,"1,Г. СРЕТЕНСК ЧИТИНСКОЙ ОБЛАСТИ",Адрес места жительства,ЗАБАЙКАЛЬСКИЙ КРАЙ,,ЧИТА Г,,672012,76000000000.0,нет,нет,нет,нет,нет
443924,0,0x3E68EB8FFC801042AF070EE4196E56AA,0xB7976E42813AFB4CBC623402B7A93B1E,ж,1965,59,2013-12-21,522,0,Накопительный период,56,"ЗАО ""НПФ ""ПРОМАГРОФОНД""","1,ЛЕНИНОГОРСК ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ",Адрес места жительства,КАЛИНИНГРАДСКАЯ ОБЛ,ГУРЬЕВСКИЙ Р-Н,,ХРАБРОВО П,238315,27000000000.0,нет,нет,нет,нет,нет
362300,1,0x51DB542C252519479C0B89792D423FEB,0x511A5825A94CC242A5928FD60C35244C,м,1955,69,2009-07-25,257,0,Накопительный период,60,СФР,"0,г.Новоаннинский Волгоградская обл.",Адрес по прописке,ВОЛГОГРАДСКАЯ ОБЛ,НОВОАННИНСКИЙ Р-Н,НОВОАННИНСКИЙ Г,,403953,18000000000.0,нет,нет,нет,нет,нет
232482,0,0xD8389F5A93A3B647AB417AAE32D2A92D,0x0DB1E390E36A114AB34EAD3FF8D277DE,м,1958,66,2011-10-27,153,0,Накопительный период,60,СФР,"1,БОЛЬШАЯ АТНЯ АРСКИЙ ТАТАРСКАЯ АССР",Адрес места жительства,ТАТАРСТАН РЕСП,АТНИНСКИЙ Р-Н,,БОЛЬШАЯ АТНЯ С,422750,92000000000.0,нет,нет,нет,нет,нет
107402,0,0xB1F7C5F5DB03014E923E3297606A29F9,0x636070E5C9CC7D4198050FB42A1FD7AA,ж,1964,60,2010-09-23,180,0,Накопительный период,55,"ЗАО ""НПФ ""ПРОМАГРОФОНД""","1,Д.ЯМБУЛАТ САБИНСКОГО Р-НА ТАССР",Адрес места жительства,ТАТАРСТАН РЕСП,,КАЗАНЬ Г,,420095,92000000000.0,нет,нет,нет,нет,нет
14265,0,0x27B95576EA09E243A7E0911D0FFC553A,0x11A7398CE063D54B865130647F72C4E9,ж,1958,66,2006-09-20,184,0,Накопительный период,55,СФР,"1,С. ПУСТОЗЕРОВО ЧЕБАРКУЛЬСКОГО Р-НА ЧЕЛЯБИНСКОЙ ОБЛ.",Адрес места жительства,ЧЕЛЯБИНСКАЯ ОБЛ,,ЧЕБАРКУЛЬ Г,,456440,75000000000.0,нет,нет,нет,нет,нет
267996,0,0x94DA676CA840C8409EF9A7C074402B1F,0x8051E836AA8F47479673C6714B43EB52,м,1960,64,2007-12-05,114,0,Накопительный период,61,,"0,Г.ВЕЛИКИЙ УСТЮГ,,ВОЛОГОДСКОЙ ОБЛ.,",Адрес места жительства,ВОЛОГОДСКАЯ ОБЛ,ВЕЛИКОУСТЮГСКИЙ Р-Н,ВЕЛИКИЙ УСТЮГ Г,,162394,19000000000.0,нет,нет,нет,нет,нет
233357,0,0xEDB5167BD1BE234084D81BC41A0A3BE0,0xB5B976213C87934BA65C18E47F95194B,ж,1962,62,2010-08-25,209,0,Накопительный период,55,СФР,"1,Г. ШАРЬЯ КОСТРОМСКОЙ ОБЛАСТИ",Адрес места жительства,КОСТРОМСКАЯ ОБЛ,ШАРЬИНСКИЙ Р-Н,ШАРЬЯ Г,ВЕТЛУЖСКИЙ ПГТ,157510,34000000000.0,нет,нет,нет,нет,нет
62778,0,0xBA8C94E6CA88F0448F0A94B332552A6C,0x1C3017B840D0AE408BF20065F846A2E6,ж,1958,66,2007-12-28,91,0,Накопительный период,55,СФР,"1,ТУЛЬСКАЯ ОБЛ., ЛЕНИНСКИЙ Р-Н, Д. МАСЛОВО",Адрес места жительства,ТУЛЬСКАЯ ОБЛ,,ТУЛА Г,,300034,70000000000.0,нет,нет,нет,нет,нет
429657,0,0xB0D734423EF98E4991E6A01DBCD7573C,0x37FEC8EBE61AF54FBABBC0742508A9A5,ж,1963,61,2007-04-30,333,0,Накопительный период,55,СФР,"1,ГОР. САРАТОВ",Адрес места жительства,САРАТОВСКАЯ ОБЛ,,САРАТОВ Г,,410051,63000000000.0,нет,нет,нет,нет,нет
332320,3,0x97C80488EE7C70D04775CD364792CE8E,0x9B104750A9EE0DC547A72A8AF50DC35D,м,1960,64,2010-06-14,281,0,Накопительный период,61,"АО ""ХАНТЫ-МАНСИЙСКИЙ НПФ""","1,ИСЯНГУЛОВО,ЗИАНЧУРИНСКИЙ,РЕСП БАШКОРТОСТАН,",Адрес места жительства,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,,НИЖНЕВАРТОВСК Г,,628609,71100000000.0,нет,нет,нет,нет,нет
97494,2,0xAAB9FBB7F4B6684F86DD62EDC8BCBEF7,0xBBD4A65A8E2DC540BB05A0C3526EF9BF,ж,1960,64,2010-12-31,81,0,Накопительный период,55,,Г МСТИСЛАВЛЬ МСТИСЛАВСКИЙ РАЙОН МОТИЛЕВСКАЯ ОБЛАСТЬ,Адрес места жительства,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,,НИЖНЕВАРТОВСК Г,,628615,71100000000.0,нет,нет,нет,нет,нет
266296,1,0xDEAD64E525C6D441B5209DD5F7520792,0x72DB56508A66874AB45A21CCB5323F19,м,1955,69,2009-12-21,108,0,Накопительный период,60,СФР,"0,Соколово Каменский Свердловская область",Адрес по прописке,СВЕРДЛОВСКАЯ ОБЛ,КАМЕНСКИЙ Р-Н,,НОВОИСЕТСКОЕ С,623470,65000000000.0,нет,нет,нет,нет,нет
40985,3,0x943D2C768A4FB38311E66199AF145307,0x943D2C768A4FB38311E66199AF145309,м,1958,66,2012-02-24,398,0,Накопительный период,60,"АО ""НПФ ""ОТКРЫТИЕ""","1,ОВЦЕВОД,НОВОСЕЛОВСКИЙ,КРАСНОЯРСКИЙ КРАЙ,",Адрес места жительства,КРАСНОЯРСКИЙ КРАЙ,НОВОСЕЛОВСКИЙ Р-Н,,НОВОСЕЛОВО С,662430,4000000000.0,нет,нет,нет,нет,нет
463190,2,0x00A7A67351DDA749A5BEB5FDB0A381BC,0x4BA9560A4BFC1B41A756BCBB774FDC33,ж,1963,61,2011-12-19,84,0,Накопительный период,55,СФР,КРАСНОДАРСКИЙ КРАЙ АРМАВИР,Адрес места жительства,КРАСНОДАРСКИЙ КРАЙ,КАЛИНИНСКИЙ Р-Н,,СТАРОВЕЛИЧКОВСКАЯ,353793,3000000000.0,нет,нет,нет,нет,нет
388958,2,0x14D3A7663C5A1F4F85D7380F33E7906C,0xE2175419C7362240894D23C1A2405559,ж,1961,63,2012-05-25,200,0,Накопительный период,55,,ЭНГЕЛЬС  САРАТОВСКАЯ ОБЛАСТЬ,Адрес по прописке,САРАТОВСКАЯ ОБЛ,,ЭНГЕЛЬС Г,,413124,63000000000.0,нет,нет,нет,нет,нет
345743,0,0x199422538B41A5449568075C6A12A705,0x91CD48796E77B54B865823F29B61415A,ж,1962,62,2006-12-13,100,0,Накопительный период,55,СФР,"1,С. ИЛОВАЙ-ДМИТРИЕВСКОЕ ПЕРВОМАЙСКОГО Р-НА ТАМБОВСКОЙ ОБЛ.",Адрес места жительства,ТАМБОВСКАЯ ОБЛ,ПЕРВОМАЙСКИЙ Р-Н,,ПЕРВОМАЙСКИЙ РП,393700,68000000000.0,нет,нет,нет,нет,нет
317877,0,0x6838F53F334DDA47AC76B17689C075EA,0x2ABE1AE0AA115743A6EF2D641143EAFD,м,1959,65,2013-02-06,810,0,Накопительный период,60,СФР,"1,ШЕПТАКИ МОРГАУШСКИЙ ЧУВАШСКАЯ АССР",Адрес места жительства,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,МОРГАУШСКИЙ Р-Н,,МОРГАУШИ С,429530,97000000000.0,нет,нет,нет,нет,нет
282858,0,0xDF7F14BAA1905B4F8CC471097D0F61C5,0xE28A0C5FF3F6564FAE29E2ED969B884D,ж,1962,62,2011-05-13,320,0,Накопительный период,55,СФР,"1,ВИШНЕВКА ПЕСТРЕЧИНСКИЙ РЕСПУБЛИКА ТАТАРСТАН",Адрес места жительства,ТАТАРСТАН РЕСП,,КАЗАНЬ Г,,420073,92000000000.0,нет,нет,нет,нет,нет
485517,3,0x943D2C768A4FB38311E658D8012559E8,0x943D2C768A4FB38311E658D8012559EA,ж,1959,65,2004-09-27,94,0,Накопительный период,55,СФР,"1,СКАРЕДИНКА,ГОЛЫШМАНОВСКИЙ,ТЮМЕНСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,КАМЕНСК-УРАЛЬСКИЙ Г,,623405,65000000000.0,нет,нет,нет,нет,нет
491411,0,0xADB080EA9ECD8546B8100CD6B23B37D4,0xABCBE6C6D621044CA3CEA73E3DB53B4D,ж,1961,63,2006-12-29,84,0,Накопительный период,55,СФР,"1,ГОР. ВОРОНЕЖ",Адрес места жительства,ВОРОНЕЖСКАЯ ОБЛ,,ВОРОНЕЖ Г,,394036,20000000000.0,нет,нет,нет,нет,нет
175640,0,0x797E30319C5FEF499FEBA8101C366F86,0xE53A1CF6B899A447BC796C4C67E8A225,м,1957,67,2011-02-28,394,0,Накопительный период,60,СФР,"0,АРЫКБАЛЫК,АРЫКБАЛЫКСКИЙ,КОКЧЕТАВСКАЯ,",Адрес места жительства,АСТРАХАНСКАЯ ОБЛ,,АСТРАХАНЬ Г,,414009,12000000000.0,нет,нет,нет,нет,нет
436173,1,0x826505CB4B36664EA8FA8A4983713AA0,0xC873D2E2E762834CB89C724963CCAAC5,ж,1969,55,2012-12-19,1076,1,Выплатной период,60,ЛУКОЙЛ-ГАРАНТ НПФ,"0,улус Идыгей Эхирит-Булагатского района Иркутской области",Адрес по прописке,ИРКУТСКАЯ ОБЛ,ЭХИРИТ-БУЛАГАТСКИЙ Р-Н,,ОЛОЙ С,669518,25000000000.0,нет,нет,нет,нет,нет
71375,0,0x35883FF3BE86074EA0C7BECCD44C83F4,0x2E486CA22D4A214899F83FD1F23788C1,м,1956,68,2006-07-13,253,0,Накопительный период,60,СФР,"1,ЛЕНИНГРАДСКАЯ ОБЛАСТЬ ЛУЖСКИЙ РАЙОН П.ТОРКОВИЧИ",Адрес места жительства,ЛЕНИНГРАДСКАЯ ОБЛ,ЛУЖСКИЙ Р-Н,,ТОРКОВИЧИ П,188210,41000000000.0,нет,нет,нет,нет,нет
279097,2,0x92868EC89D46FE4DA2260B75B4E3B658,0xB8C4E5CBB3C5C047AC8485922E256743,ж,1969,55,2016-11-08,1141,1,Выплатной период,60,,"МОСКВА,,,,",Адрес по прописке,МОСКВА Г,,,,121351,45000000000.0,нет,нет,нет,нет,нет
142062,3,0x943D2C768A4FB38311E65B05CAD0E6E2,0x943D2C768A4FB38311E65B05CAD0E6E4,м,1960,64,2007-11-09,140,0,Накопительный период,61,СФР,"1,МИХАЙЛОВСКИЙ,КИМОВСКИЙ,ТУЛЬСКАЯ ОБЛАСТЬ,",Адрес места жительства,ТУЛЬСКАЯ ОБЛ,КИМОВСКИЙ Р-Н,,НОВОЛЬВОВСК СП.,301735,70000000000.0,нет,нет,да,нет,нет
267782,0,0x451B911E653DF7498C753F5665754CCB,0xB605344659DAB643B0529E88882A48FB,м,1954,70,2005-12-22,95,0,Накопительный период,60,СФР,"1,ГОР. СВОБОДНЫЙ АМУРСКОЙ ОБЛАСТИ",Адрес места жительства,АМУРСКАЯ ОБЛ,СВОБОДНЕНСКИЙ Р-Н,СВОБОДНЫЙ Г,,676455,10000000000.0,нет,нет,нет,нет,нет
362091,0,0x4CA3FDE7F3D3984DB00B6DEB29B72A07,0x37878D3163C7D44F9F0743865ED62B22,м,1957,67,2005-12-16,101,0,Накопительный период,60,СФР,"1,НОВОСИБИРСК Г",Адрес места жительства,НОВОСИБИРСКАЯ ОБЛ,,НОВОСИБИРСК Г,,630075,50000000000.0,нет,нет,нет,нет,нет
105340,0,0x615E0F22EE449D469EFBB32B6BB81035,0xDD96FD1266B44142BEC461837E8A3513,ж,1961,63,2011-06-23,279,0,Накопительный период,55,СФР,"1,ГОР. ПЕРМЬ",Адрес места жительства,ПЕРМСКИЙ КРАЙ,,КРАСНОКАМСК Г,МАЙСКИЙ П,617077,57000000000.0,нет,нет,нет,нет,нет
196481,2,0xBEAADF510E3C2E42974AEF5FCE787C67,0xD87360F9B88CBA4399CDC17ACD6F0C88,ж,1961,63,2008-08-29,215,0,Накопительный период,55,,"1,ДОБРОПОЛЬЕ ДОНЕЦКАЯ ОБЛАСТЬ",Адрес места жительства,НИЖЕГОРОДСКАЯ ОБЛ,,АРЗАМАС Г,,607224,22000000000.0,нет,нет,да,нет,нет
143665,3,0x943D2C768A4FB38311E65B9179AD788C,0x943D2C768A4FB38311E65B9179AD788E,ж,1959,65,2008-02-28,397,0,Накопительный период,55,СФР,"1,КИМОВСК,,ТУЛЬСКАЯ ОБЛАСТЬ,",Адрес места жительства,ТУЛЬСКАЯ ОБЛ,КИМОВСКИЙ Р-Н,КИМОВСК Г,,301721,70000000000.0,нет,нет,нет,нет,нет
445130,3,0x943D2C768A4FB38311E659D73A4E2D18,0x943D2C768A4FB38311E659D73A4E2D1A,м,1957,67,2006-12-27,86,0,Накопительный период,60,СФР,"1,ПЕРВОМАЙСКИЙ,ШИЛКИНСКИЙ,ЧИТИНСКАЯ ОБЛАСТЬ,",Адрес места жительства,ИРКУТСКАЯ ОБЛ,,САЯНСК Г,,666303,25000000000.0,нет,нет,нет,нет,нет
122812,2,0x9F6A903AC1CA6D40B20382E119F645AD,0xE4F456A94500964C8255B54ADF0464B7,ж,1965,59,2010-12-31,81,0,Накопительный период,56,,ШАХАРЕВА СЛОБОДО-ТУРИНСКОГО РАЙОНА СВЕРДЛОВСКОЙ ОБЛАСТИ,Адрес по прописке,СВЕРДЛОВСКАЯ ОБЛ,СЛОБОДО-ТУРИНСКИЙ Р-Н,,БУРМАКИНА Д,623939,65000000000.0,нет,нет,нет,нет,нет
186442,3,0x943D2C768A4FB38311E65B7531DF577C,0x943D2C768A4FB38311E65B7531DF577E,ж,1960,64,2008-12-30,91,0,Накопительный период,55,СФР,"1,КУЙБЫШЕВ,,,РОССИЯ",Адрес места жительства,САМАРСКАЯ ОБЛ,,САМАРА Г,,443051,36000000000.0,нет,нет,нет,нет,нет
421722,1,0xAABE8A173C715A4698CEF5C783143A2F,0xB3C2E43DA5E0C94DB78870AAEF88B019,ж,1964,60,2012-06-01,298,0,Накопительный период,55,СФР,"0,Баян-тала Дзун-Хемчикский район Республика тыва",Адрес по прописке,ТЫВА РЕСП,ДЗУН-ХЕМЧИКСКИЙ Р-Н,,ТЕВЕ-ХАЯ С,668117,93000000000.0,нет,нет,нет,нет,нет
240319,0,0x9DB1D7F620BD80459490A4987B40966D,0x8134C24E5538B848A986B81C89188CF0,м,1958,66,2010-06-17,278,0,Накопительный период,60,СФР,"1,ГОР. ПЕТРОПАВЛОВСК СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛ.",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,ЕКАТЕРИНБУРГ Г,,620050,65000000000.0,нет,нет,нет,нет,нет
129067,3,0x943D2C768A4FB38311E65BC0C826F335,0x943D2C768A4FB38311E65BC0C826F337,м,1957,67,2008-11-28,123,0,Накопительный период,60,СФР,"1,МИКУНЬ,УСТЬ-ВЫМСКИЙ,КОМИ АССР,",Адрес места жительства,КОМИ РЕСП,,УХТА Г,,169319,87000000000.0,нет,нет,да,нет,нет
135705,2,0x9FF4EB99C8369545A0B4D5C5223D8F50,0xBA7C3C7EC526524E98AFBEA05751DDBE,м,1959,65,2013-12-30,819,0,Накопительный период,60,СФР,КАМЧАТСКАЯ ОБЛАСТЬ СОБОЛЕВСКИЙ КРУТОГОРОВСКИЙ,Адрес по прописке,КРАСНОДАРСКИЙ КРАЙ,КРЫМСКИЙ Р-Н,КРЫМСК Г,,353380,3000000000.0,нет,нет,нет,нет,нет
224256,0,0x614741BD22EE0B498F0C60489D5A5033,0x3005E4FFEDA0D34EBD51EF5493FA346E,м,1957,67,2004-09-29,94,0,Накопительный период,60,СФР,"1,П. НОВЫЙ ЕГОРЛЫК, САЛЬСКИЙ Р-Н, РОСТОВСКАЯ ОБЛАСТЬ",Адрес места жительства,РОСТОВСКАЯ ОБЛ,,РОСТОВ-НА-ДОНУ Г,,344000,60000000000.0,нет,нет,нет,нет,нет
157068,1,0xABFA4E489C633B4B93B5C106570AAD41,0xB5451FEF8DF93C42A84958DB82EE7215,ж,1961,63,2010-04-20,336,0,Накопительный период,55,СФР,"0,с.Кильдишево, Ядринский р-он, Чувашская АССР",Адрес по прописке,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,,ТАЙГА Г,,652401,32000000000.0,нет,нет,нет,нет,нет
123230,3,0x943D2C768A4FB38311E65F72741B5B6E,0x943D2C768A4FB38311E65F72741B5B70,ж,1960,64,2010-08-30,204,0,Накопительный период,55,СФР,"1,КРАСНОЯРСК,,КРАСНОЯРСКИЙ КРАЙ,",Адрес места жительства,КРАСНОЯРСКИЙ КРАЙ,,КРАСНОЯРСК Г,,660037,4000000000.0,нет,нет,нет,нет,нет
65693,3,0x943D2C768A4FB38311E65B9F2CD30BA5,0x943D2C768A4FB38311E65B9F2CD30BA7,м,1957,67,2008-11-20,131,0,Накопительный период,60,СФР,"1,ТУЛА,,,",Адрес места жительства,ТУЛЬСКАЯ ОБЛ,ДУБЕНСКИЙ Р-Н,,ОПОЧНЯ С,301176,70000000000.0,нет,нет,нет,нет,нет
344556,0,0xF774F0B210689B429846421677DF213D,0x9EA936E187BA3045B27C92B66515AAF1,м,1957,67,2006-12-29,84,0,Накопительный период,60,СФР,"1,ПОС. КРАСНЫЙ ЛУЧ БЕЖАНИЦКОГО Р-НА ПСКОВСКОЙ ОБЛ.",Адрес места жительства,ЛЕНИНГРАДСКАЯ ОБЛ,ВЫБОРГСКИЙ Р-Н,СВЕТОГОРСК Г,,188990,41000000000.0,нет,нет,нет,нет,нет
399947,0,0x7D34FCA280D83048A3AFFC67F6B0FCDB,0x0DA4A2D8844B8141A0FE21FC0595AAF0,ж,1962,62,2008-02-26,399,0,Накопительный период,55,СФР,"1,Г. ЭНГЕЛЬС САРАТОВСКАЯ ОБЛАСТЬ",Адрес места жительства,САРАТОВСКАЯ ОБЛ,,ЭНГЕЛЬС Г,,413117,63000000000.0,нет,нет,нет,нет,нет
473120,1,0x0BDE92B848FB8842B91281D51F99F3ED,0xDF4473D05E87F1489D39F97D4DAC46DA,ж,1967,57,2012-06-30,4085,1,Выплатной период,59,ГАЗФОНД НПФ,"1,Калининград",Адрес места жительства,КАЛИНИНГРАДСКАЯ ОБЛ,ГУРЬЕВСКИЙ Р-Н,,РОЩИНО П,238325,27000000000.0,нет,нет,да,нет,нет
235062,0,0x56FCDA5D55F8F14B83C9F431A89E17E6,0xFE56298830336E49AB570EDF25A1BDA5,м,1956,68,2009-12-30,99,0,Накопительный период,60,СФР,"1,Г. ПАЛЛАСОВКА ВОЛГОГРАДСКАЯ ОБЛАСТЬ",Адрес места жительства,ВОЛГОГРАДСКАЯ ОБЛ,,ПАЛЛАСОВКА Г,,404230,18000000000.0,нет,нет,да,нет,нет
405615,0,0x421CFD84E5D10445A933500E7A2881AD,0x254D0300082F304C9F406AAED0F540F3,м,1960,64,2007-06-19,283,0,Накопительный период,61,СФР,"1,С. ЗИРКА АКИМОВСКИЙ Р-Н ЗАПОРОЖСКАЯ ОБЛАСТЬ",Адрес места жительства,НОВГОРОДСКАЯ ОБЛ,,ВЕЛИКИЙ НОВГОРОД Г,,173021,49000000000.0,нет,нет,да,нет,нет
161037,0,0xD267284522763441B648DB0FD31502EB,0xF0C427C01E37894E92C571884DB23E9E,м,1959,65,2005-11-07,140,0,Накопительный период,60,СФР,"1,Г.РОСТОВ-НА-ДОНУ",Адрес места жительства,РОСТОВСКАЯ ОБЛ,,РОСТОВ-НА-ДОНУ Г,,344058,60000000000.0,нет,нет,нет,нет,нет
338928,0,0x32ADB81670D7154A81433B20D886704F,0xAE61E4EA8304FC4AB5FFC7CD240E6BA9,ж,1962,62,2005-12-30,87,0,Накопительный период,55,СФР,"1,С.ШУБИНСКОЕ БАРАБИНСКОГО Р-НА НОВОСИБИРСКОЙ ОБЛ.",Адрес места жительства,НОВОСИБИРСКАЯ ОБЛ,БАРАБИНСКИЙ Р-Н,БАРАБИНСК Г,,632332,50000000000.0,нет,нет,нет,нет,нет
117011,0,0x8B9898A30F1C4E4497CB8197F0054D85,0x94C51E892F84474AAAC2B82A390F1D11,м,1957,67,2006-07-13,253,0,Накопительный период,60,СФР,"1,ПСКОВСКАЯ ОБЛ. ВЕЛИКОЛУКСКИЙ Р-Н С.БОГОРОДЕЦКОЕ",Адрес места жительства,ЛЕНИНГРАДСКАЯ ОБЛ,ЛУЖСКИЙ Р-Н,,ОРЕДЕЖ П,188120,41000000000.0,нет,нет,нет,нет,нет
269845,0,0x8D714D00A5D30B4FB948CECEF4DFF69A,0x7C599CBD9E3B7F4DB6D536DABB78E13A,ж,1965,59,2009-10-30,160,0,Накопительный период,56,,"0,Г. ВОЛГОГРАД,,,",Адрес места жительства,ВОЛГОГРАДСКАЯ ОБЛ,,ВОЛГОГРАД Г,,400022,18000000000.0,нет,нет,нет,нет,нет
183243,0,0x6921B8FE34B516438244925320454DCC,0xE6961277629C19439B44622BD4FDAF5F,м,1957,67,2005-11-18,129,0,Накопительный период,60,СФР,"1,Г. КУВАНДЫК ОРЕНБУРГСКОЙ ОБЛАСТИ",Адрес места жительства,ОРЕНБУРГСКАЯ ОБЛ,,КУВАНДЫК Г,,462243,53000000000.0,нет,нет,нет,нет,нет
30233,0,0x8B8471EFA2425E47969BF33FD5C8A5B3,0x7DFBDB606149E54898147690DCEF6D2A,м,1954,70,2006-03-14,374,0,Накопительный период,60,СФР,"1,С. КУРЛЫЧ ЧЕРНЫШЕВСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛАСТИ",Адрес места жительства,ЗАБАЙКАЛЬСКИЙ КРАЙ,ЧЕРНЫШЕВСКИЙ Р-Н,,СТАНЦИЯ УКУРЕЙ С,673470,76000000000.0,нет,нет,да,нет,нет
249056,2,0x32F107B104CCB84786339A026923F64E,0x38B0E32AF5873348AA771FD53062C785,ж,1957,67,2007-05-28,305,0,Накопительный период,55,,"1,БУТЫРКИ ГРЯЗИНСКИЙ ЛИПЕЦКАЯ ОБЛАСТЬ",Адрес места жительства,ЛИПЕЦКАЯ ОБЛ,,ЛИПЕЦК Г,,398004,42000000000.0,нет,нет,нет,нет,нет
67741,0,0xB5943BDCB0E3A4479289948766E9D867,0x2E1B1BF51325BE4B901142DE0891ADF4,ж,1965,59,2009-07-23,259,0,Накопительный период,56,СФР,"1,МИЧУРИНСК",Адрес места жительства,ТАМБОВСКАЯ ОБЛ,,МИЧУРИНСК Г,КОЧЕТОВКА МКР,393736,68000000000.0,нет,нет,нет,нет,нет
112487,2,0x9A1D0B5FF7D802498DEB9A6173B51DC5,0xE83286652BBAF64492DCF6036A917D5D,ж,1962,62,2009-04-15,358,0,Накопительный период,55,,"1,СТЕРЛИТАМАК БАШКИРСКАЯ АССР",Адрес по прописке,БАШКОРТОСТАН РЕСП,,СТЕРЛИТАМАК Г,,453115,80000000000.0,нет,нет,нет,нет,нет
44268,0,0x39A1074B6B5C2B43996E30A45007C43A,0x01493E5D42881C4D8442F4D6CDF936C8,м,1955,69,2011-10-31,149,0,Накопительный период,60,СФР,"0,ПОС МАГНИТКА,КУСИНСКИЙ,ЧЕЛЯБИНСКАЯ,",Адрес места жительства,ЧЕЛЯБИНСКАЯ ОБЛ,КУСИНСКИЙ Р-Н,,МАГНИТКА РП,456950,75000000000.0,нет,нет,нет,нет,нет
